video_id,tag,ratio,ratio_change
1567142db2ed49ca941f3402ae6dc7fb,1,0.677419354839,0.209677419355
f93085d4873f4b29b5388e4bf0a8c5ad,0,0.186666666667,0.146666666667
95e1fe39195d40029db3339b9545cd93,0,0.253012048193,0.228915662651
385250fa23b24bc387c21dedb745bd11,1,0.709677419355,0.236559139785
02128fae2a4f4fb085f04e6ff98f9f28,0,0.254901960784,0.176470588235
18a18a55c26942d792febea0221d6a40,0,0.163265306122,0.163265306122
7201a7fe03bb4a39b3b413eba29f8404,1,0.757575757576,0.151515151515
00df086c041d479a89e8b48cdf545f9f,0,0.155172413793,0.0172413793103
ddefa2c75d6c424bbfe18cb32b5e7b7f,0,0.30303030303,0.181818181818
d5e5e1b26d1243e6a8eb85233e4bddcb,0,0.197183098592,0.140845070423
1e3e92f507264d7b9b1568d3e38e113e,1,0.555555555556,0.0555555555556
3bdf9058dc06422884fa3f2774f29830,1,0.647509578544,0.199233716475
fbf86f9480584fedaa13bce21458834b,1,0.754166666667,0.1875
c1b019c5902c4634a091ad9d05c6cca1,1,0.691823899371,0.201257861635
5fca32dbfeb342658cb0fc5f509d493d,0,0.402777777778,0.138888888889
8c08bc3cd2e14f239295dc5043d3a501,1,0.697674418605,0.162790697674
44ea443c26704a98b818a39cf6188a85,1,0.754716981132,0.0943396226415
ba35454baa764a52bcbdb22e29677fcf,0,0.430769230769,0.323076923077
80ad9ed98a3a4a28a303307d2308c242,0,0.046875,0.046875
5d053229c06f4159b43727763e1eaaa6,0,0.108108108108,0.0900900900901
f886adcb00414e40a28ee1d8a259eed7,1,0.6,0.533333333333
bc7dc30eb18a478bae9e7684ab37e0c2,1,0.533333333333,0.0
b1f5abb7897f4d4d925350579e98cac5,1,0.695652173913,0.271739130435
d3a53e0574474abc8051bef459a6cc2f,1,0.853994490358,0.140495867769
e003872cef10435ca4c464f305ac6215,1,0.608040201005,0.276381909548
0431ad861a1142de81380d06eafd2988,0,0.498220640569,0.245551601423
c0030c7820a0448bab4ede1b0c19e189,1,0.565217391304,0.195652173913
b10b0eac862f4f89beab908c4b1d358a,0,0.125,0.0625
713f92ca89b442deaea16a5b6de5e050,1,0.632075471698,0.232704402516
ae99d64b267c4f179769a9e87f980e0b,0,0.0714285714286,0.0714285714286
19f731a746fa4087a71d11f2cd2e3892,1,0.594594594595,0.324324324324
286d811d315444a18112d2a5f010d35e,1,0.847826086957,0.115942028986
246103336ee24be88aed80485bbb22ca,1,0.62962962963,0.185185185185
9fe2323344cd4e9cb355f7951a0b14c6,1,0.769230769231,0.0769230769231
77b6cebba0f74e52859ab89c43effd6f,1,0.816326530612,0.183673469388
662ae47559d84341a8d657290e1d9e1f,1,0.578947368421,0.263157894737
0818626dedc44f839ae1a881ee87fc01,0,0.0744680851064,0.0851063829787
d33590f09c184840ab8a92f45f0654a1,1,0.633187772926,0.288209606987
f961597145f74c5a9ddda96591977223,1,0.693023255814,0.195348837209
868b783fe8c34cceac01815421989d82,0,0.115384615385,0.115384615385
d577e65449ec4ad4a30cd9d5fd708593,0,0.493670886076,0.248945147679
c5216b84804d451e8e6d7792206b9b88,1,0.703296703297,0.267399267399
47fd1d549767462bbf8bc9c6aa42b18b,0,0.180555555556,0.222222222222
703f18b4db924192bb45e60a4fd5f4e8,1,0.904,0.088
ec59ac19dda44ced8cacdddc495dabf6,0,0.236363636364,0.145454545455
81eea2b932b64e9c8b61d57d4b3592c4,0,0.375,0.1875
a0218f916dfb4a508124365153ca4ede,1,0.775147928994,0.195266272189
